Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,SurveyYear_raw,Value_raw,SurveyYear,ok_country,ok_gender,ok_demo_q,ok_demo_r,ok_question,ok_year,ok_value,is_valid_row
Cote d'Ivoire,M,Education,No education,... if she goes out without telling him,01/01/2011,28.0,01/01/2011,28.0,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Primary,... if she goes out without telling him,01/01/2011,24.3,01/01/2011,24.3,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Secondary,... if she goes out without telling him,01/01/2011,17.2,01/01/2011,17.2,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Higher,... if she neglects the children,01/01/2011,10.9,01/01/2011,10.9,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,No education,... if she neglects the children,01/01/2011,30.2,01/01/2011,30.2,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Primary,... if she neglects the children,01/01/2011,31.5,01/01/2011,31.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Secondary,... if she neglects the children,01/01/2011,28.6,01/01/2011,28.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Higher,... if she refuses to have sex with him,01/01/2011,1.3,01/01/2011,1.3,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,No education,... if she refuses to have sex with him,01/01/2011,15.9,01/01/2011,15.9,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Primary,... if she refuses to have sex with him,01/01/2011,14.4,01/01/2011,14.4,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Education,Secondary,... if she refuses to have sex with him,01/01/2011,7.4,01/01/2011,7.4,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for cash,... for at least one specific reason,01/01/2011,40.7,01/01/2011,40.7,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for kind,... for at least one specific reason,01/01/2011,45.5,01/01/2011,45.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Unemployed,... for at least one specific reason,01/01/2011,44.4,01/01/2011,44.4,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for cash,... if she argues with him,01/01/2011,25.2,01/01/2011,25.2,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for kind,... if she argues with him,01/01/2011,30.6,01/01/2011,30.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Unemployed,... if she argues with him,01/01/2011,23.2,01/01/2011,23.2,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2011,21.6,01/01/2011,21.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2011,26.5,01/01/2011,26.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Unemployed,... if she goes out without telling him,01/01/2011,19.5,01/01/2011,19.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for cash,... if she neglects the children,01/01/2011,27.3,01/01/2011,27.3,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for kind,... if she neglects the children,01/01/2011,33.9,01/01/2011,33.9,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Unemployed,... if she neglects the children,01/01/2011,30.5,01/01/2011,30.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2011,11.1,01/01/2011,11.1,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2011,17.0,01/01/2011,17.0,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2011,9.5,01/01/2011,9.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Married or living together,... for at least one specific reason,01/01/2011,37.4,01/01/2011,37.4,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Never married,... for at least one specific reason,01/01/2011,46.6,01/01/2011,46.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2011,43.2,01/01/2011,43.2,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Married or living together,... if she argues with him,01/01/2011,23.6,01/01/2011,23.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Never married,... if she argues with him,01/01/2011,28.6,01/01/2011,28.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2011,18.7,01/01/2011,18.7,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Married or living together,... if she goes out without telling him,01/01/2011,21.8,01/01/2011,21.8,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Never married,... if she goes out without telling him,01/01/2011,22.6,01/01/2011,22.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2011,17.6,01/01/2011,17.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Married or living together,... if she neglects the children,01/01/2011,25.7,01/01/2011,25.7,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Never married,... if she neglects the children,01/01/2011,31.6,01/01/2011,31.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2011,32.1,01/01/2011,32.1,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2011,11.1,01/01/2011,11.1,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2011,12.6,01/01/2011,12.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2011,9.6,01/01/2011,9.6,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Rural,... for at least one specific reason,01/01/2011,43.7,01/01/2011,43.7,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Urban,... for at least one specific reason,01/01/2011,40.3,01/01/2011,40.3,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Rural,... if she argues with him,01/01/2011,28.1,01/01/2011,28.1,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Urban,... if she argues with him,01/01/2011,23.4,01/01/2011,23.4,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Rural,... if she goes out without telling him,01/01/2011,25.3,01/01/2011,25.3,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Urban,... if she goes out without telling him,01/01/2011,18.9,01/01/2011,18.9,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Rural,... if she neglects the children,01/01/2011,29.5,01/01/2011,29.5,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Urban,... if she neglects the children,01/01/2011,28.0,01/01/2011,28.0,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Rural,... if she refuses to have sex with him,01/01/2011,14.7,01/01/2011,14.7,2011,True,True,True,True,True,True,True,True
Cote d'Ivoire,M,Residence,Urban,... if she refuses to have sex with him,01/01/2011,9.0,01/01/2011,9.0,2011,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Higher,... if she burns the food,01/01/2013,0.0,01/01/2013,0.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,25-34,... if she burns the food,01/01/2013,0.4,01/01/2013,0.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Secondary,... if she burns the food,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for cash,... if she burns the food,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Married or living together,... if she burns the food,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Never married,... if she burns the food,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Urban,... if she burns the food,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,15-24,... if she burns the food,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,35-49,... if she burns the food,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for kind,... if she burns the food,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Rural,... if she burns the food,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Unemployed,... if she burns the food,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Primary,... if she burns the food,01/01/2013,1.3,01/01/2013,1.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,No education,... if she burns the food,01/01/2013,1.9,01/01/2013,1.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Higher,... if she burns the food,01/01/2013,0.0,01/01/2013,0.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,35-49,... if she burns the food,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Secondary,... if she burns the food,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Marital status,Married or living together,... if she burns the food,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,25-34,... if she burns the food,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Residence,Urban,... if she burns the food,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Employment,Unemployed,... if she burns the food,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2013,1.1,01/01/2013,1.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Marital status,Never married,... if she burns the food,01/01/2013,1.2,01/01/2013,1.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Residence,Rural,... if she burns the food,01/01/2013,1.2,01/01/2013,1.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,15-24,... if she burns the food,01/01/2013,1.4,01/01/2013,1.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Primary,... if she burns the food,01/01/2013,1.5,01/01/2013,1.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,No education,... if she burns the food,01/01/2013,3.1,01/01/2013,3.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,15-24,... for at least one specific reason,01/01/2013,2.9,01/01/2013,2.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,25-34,... for at least one specific reason,01/01/2013,2.3,01/01/2013,2.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,35-49,... for at least one specific reason,01/01/2013,1.8,01/01/2013,1.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,15-24,... if she argues with him,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,25-34,... if she argues with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,35-49,... if she argues with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,15-24,... if she goes out without telling him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,25-34,... if she goes out without telling him,01/01/2013,1.1,01/01/2013,1.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,35-49,... if she goes out without telling him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,15-24,... if she neglects the children,01/01/2013,1.9,01/01/2013,1.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,25-34,... if she neglects the children,01/01/2013,1.7,01/01/2013,1.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,35-49,... if she neglects the children,01/01/2013,1.5,01/01/2013,1.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,15-24,... if she refuses to have sex with him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,25-34,... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Age,35-49,... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Higher,... for at least one specific reason,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,No education,... for at least one specific reason,01/01/2013,3.9,01/01/2013,3.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Primary,... for at least one specific reason,01/01/2013,4.4,01/01/2013,4.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Secondary,... for at least one specific reason,01/01/2013,2.0,01/01/2013,2.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Higher,... if she argues with him,01/01/2013,0.2,01/01/2013,0.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,No education,... if she argues with him,01/01/2013,3.3,01/01/2013,3.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Primary,... if she argues with him,01/01/2013,1.2,01/01/2013,1.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Secondary,... if she argues with him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Higher,... if she goes out without telling him,01/01/2013,0.2,01/01/2013,0.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,No education,... if she goes out without telling him,01/01/2013,1.9,01/01/2013,1.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Primary,... if she goes out without telling him,01/01/2013,1.5,01/01/2013,1.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Secondary,... if she goes out without telling him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Higher,... if she neglects the children,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,No education,... if she neglects the children,01/01/2013,2.5,01/01/2013,2.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Primary,... if she neglects the children,01/01/2013,3.3,01/01/2013,3.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Secondary,... if she neglects the children,01/01/2013,1.5,01/01/2013,1.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Higher,... if she refuses to have sex with him,01/01/2013,0.2,01/01/2013,0.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,No education,... if she refuses to have sex with him,01/01/2013,2.1,01/01/2013,2.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Primary,... if she refuses to have sex with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Education,Secondary,... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for cash,... for at least one specific reason,01/01/2013,2.1,01/01/2013,2.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for kind,... for at least one specific reason,01/01/2013,2.2,01/01/2013,2.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Unemployed,... for at least one specific reason,01/01/2013,2.7,01/01/2013,2.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for cash,... if she argues with him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for kind,... if she argues with him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Unemployed,... if she argues with him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2013,1.0,01/01/2013,1.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Unemployed,... if she goes out without telling him,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for cash,... if she neglects the children,01/01/2013,1.5,01/01/2013,1.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for kind,... if she neglects the children,01/01/2013,1.7,01/01/2013,1.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Unemployed,... if she neglects the children,01/01/2013,2.0,01/01/2013,2.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Married or living together,... for at least one specific reason,01/01/2013,2.2,01/01/2013,2.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Never married,... for at least one specific reason,01/01/2013,2.8,01/01/2013,2.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2013,2.3,01/01/2013,2.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Married or living together,... if she argues with him,01/01/2013,0.4,01/01/2013,0.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Never married,... if she argues with him,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2013,1.0,01/01/2013,1.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Never married,... if she goes out without telling him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Married or living together,... if she neglects the children,01/01/2013,1.6,01/01/2013,1.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Never married,... if she neglects the children,01/01/2013,1.8,01/01/2013,1.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2013,1.9,01/01/2013,1.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2013,0.4,01/01/2013,0.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Rural,... for at least one specific reason,01/01/2013,2.6,01/01/2013,2.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Urban,... for at least one specific reason,01/01/2013,2.3,01/01/2013,2.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Rural,... if she argues with him,01/01/2013,1.0,01/01/2013,1.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Urban,... if she argues with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Rural,... if she goes out without telling him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Urban,... if she goes out without telling him,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Rural,... if she neglects the children,01/01/2013,1.8,01/01/2013,1.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Urban,... if she neglects the children,01/01/2013,1.7,01/01/2013,1.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Rural,... if she refuses to have sex with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,F,Residence,Urban,... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,15-24,... for at least one specific reason,01/01/2013,6.2,01/01/2013,6.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,25-34,... for at least one specific reason,01/01/2013,3.6,01/01/2013,3.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,35-49,... for at least one specific reason,01/01/2013,2.2,01/01/2013,2.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,15-24,... if she argues with him,01/01/2013,1.5,01/01/2013,1.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,25-34,... if she argues with him,01/01/2013,1.0,01/01/2013,1.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,35-49,... if she argues with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,15-24,... if she goes out without telling him,01/01/2013,3.4,01/01/2013,3.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,25-34,... if she goes out without telling him,01/01/2013,1.9,01/01/2013,1.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,35-49,... if she goes out without telling him,01/01/2013,1.1,01/01/2013,1.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,15-24,... if she neglects the children,01/01/2013,3.6,01/01/2013,3.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,25-34,... if she neglects the children,01/01/2013,2.1,01/01/2013,2.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,35-49,... if she neglects the children,01/01/2013,1.0,01/01/2013,1.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,15-24,... if she refuses to have sex with him,01/01/2013,0.8,01/01/2013,0.8,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,25-34,... if she refuses to have sex with him,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Age,35-49,... if she refuses to have sex with him,01/01/2013,0.2,01/01/2013,0.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Higher,... for at least one specific reason,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,No education,... for at least one specific reason,01/01/2013,10.4,01/01/2013,10.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Primary,... for at least one specific reason,01/01/2013,6.6,01/01/2013,6.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Secondary,... for at least one specific reason,01/01/2013,2.7,01/01/2013,2.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Higher,... if she argues with him,01/01/2013,0.1,01/01/2013,0.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,No education,... if she argues with him,01/01/2013,3.0,01/01/2013,3.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Primary,... if she argues with him,01/01/2013,1.7,01/01/2013,1.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Secondary,... if she argues with him,01/01/2013,0.7,01/01/2013,0.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Higher,... if she goes out without telling him,01/01/2013,0.2,01/01/2013,0.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,No education,... if she goes out without telling him,01/01/2013,5.0,01/01/2013,5.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Primary,... if she goes out without telling him,01/01/2013,3.9,01/01/2013,3.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Secondary,... if she goes out without telling him,01/01/2013,1.1,01/01/2013,1.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Higher,... if she neglects the children,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,No education,... if she neglects the children,01/01/2013,6.0,01/01/2013,6.0,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Primary,... if she neglects the children,01/01/2013,3.9,01/01/2013,3.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Secondary,... if she neglects the children,01/01/2013,1.4,01/01/2013,1.4,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Higher,... if she refuses to have sex with him,01/01/2013,0.3,01/01/2013,0.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,No education,... if she refuses to have sex with him,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Primary,... if she refuses to have sex with him,01/01/2013,0.9,01/01/2013,0.9,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Education,Secondary,... if she refuses to have sex with him,01/01/2013,0.5,01/01/2013,0.5,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Employment,Unemployed,... for at least one specific reason,01/01/2013,4.2,01/01/2013,4.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Employment,Unemployed,... if she argues with him,01/01/2013,1.1,01/01/2013,1.1,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Employment,Unemployed,... if she goes out without telling him,01/01/2013,2.2,01/01/2013,2.2,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Employment,Unemployed,... if she neglects the children,01/01/2013,2.3,01/01/2013,2.3,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Employment,Unemployed,... if she refuses to have sex with him,01/01/2013,0.6,01/01/2013,0.6,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Marital status,Married or living together,... for at least one specific reason,01/01/2013,2.7,01/01/2013,2.7,2013,True,True,True,True,True,True,True,True
Dominican Republic,M,Marital status,Never married,... for at least one specific reason,01/01/2013,5.8,01/01/2013,5.8,2013,True,True,True,True,True,True,True,True
